20	21	22	23	24	25	26	27	28	29	30
0.245	0.338	0.345	0.353	0.338	0.315	0.315	0.305	0.297	0.295	0.283
0.489	0.548	0.556	0.556	0.554	0.548	0.567	0.574	0.577	0.579	0.578
0.484	0.546	0.55	0.549	0.55	0.545	0.567	0.574	0.574	0.575	0.576
0.494	0.55	0.562	0.563	0.557	0.551	0.567	0.574	0.579	0.583	0.579
0.489	0.548	0.556	0.556	0.554	0.548	0.567	0.574	0.577	0.579	0.578
