20	21	22	23	24	25	26	27	28	29	30
0.114	0.139	0.127	0.114	0.109	0.101	0.107	0.116	0.111	0.103	0.102
0.37	0.391	0.389	0.387	0.383	0.377	0.394	0.409	0.406	0.406	0.409
0.369	0.391	0.387	0.386	0.382	0.375	0.393	0.409	0.407	0.408	0.411
0.371	0.392	0.391	0.388	0.384	0.379	0.395	0.408	0.404	0.405	0.407
0.37	0.391	0.389	0.387	0.383	0.377	0.394	0.409	0.406	0.406	0.409
