20	21	22	23	24	25	26	27	28	29	30
0.197	0.216	0.218	0.231	0.214	0.205	0.204	0.211	0.211	0.21	0.198
0.458	0.451	0.457	0.472	0.474	0.475	0.486	0.5	0.501	0.51	0.499
0.453	0.452	0.457	0.471	0.473	0.476	0.486	0.498	0.5	0.511	0.5
0.464	0.449	0.456	0.472	0.474	0.475	0.485	0.503	0.502	0.51	0.498
0.458	0.451	0.457	0.472	0.474	0.475	0.486	0.5	0.501	0.51	0.499
